x,y,z
-29,296,-1220
29,130,-1054
19,199,-915
76,-265,-948
27,-44,-837
-95,-253,-942
-95,167,-1063
-35,-80,-1290
-1,368,-1223
17,58,-1056
5,232,-901
70,-216,-913
66,-121,-874
-89,-177,-919
-46,78,-1036
-44,-15,-1270
25,247,-1262
-21,165,-1071
42,224,-909
60,-152,-905
62,-210,-890
-42,-121,-866
-35,-27,-1026
-25,74,-1235
17,136,-1282
0,290,-1079
31,99,-909
87,31,-880
91,-296,-923
-7,-37,-864
-60,-130,-1022
-37,158,-1206
15,50,-1321
-5,308,-1106
37,169,-940
80,-23,-880
80,-146,-895
25,-234,-892
-101,64,-985
1,5,-1253
-17,162,-1288
1,251,-1159
3,150,-948
101,64,-870
85,-210,-890
-5,-144,-899
-97,-23,-983
-21,29,-1208
-23,193,-1325
25,177,-1180
-11,259,-905
83,-9,-907
72,-117,-897
25,-253,-880
-105,64,-968
-27,-23,-1231
-27,173,-1300
13,203,-1198
9,206,-950
74,80,-874
76,-160,-911
27,-183,-888
-99,-35,-968
-52,27,-1188
-3,111,-1319
-7,203,-1210
17,212,-954
58,105,-888
87,-156,-921
23,-197,-899
-93,-40,-946
-44,9,-1175
7,95,-1313
1,216,-1208
31,208,-974
46,97,-874
99,-136,-911
15,-193,-882
-74,-68,-958
-62,21,-1143
3,101,-1317
13,189,-1220
21,204,-995
46,128,-882
83,-122,-907
21,-191,-890
-58,-81,-944
-76,7,-1128
0,89,-1307
19,181,-1245
15,204,-1007
54,128,-872
70,-85,-892
40,-206,-894
-50,-93,-936
-66,13,-1112
0,70,-1298
5,193,-1260
11,185,-1028
37,162,-890
66,-83,-894
40,-179,-913
-54,-115,-929
-54,33,-1097
-27,62,-1286
21,193,-1286
0,171,-1054
27,201,-894
62,-85,-880
64,-191,-925
-68,-87,-909
-27,-15,-1071
-48,99,-1262
37,140,-1315
-23,208,-1065
39,169,-901
37,-5,-884
91,-218,-899
-46,-105,-913
-52,-44,-1071
-27,95,-1251
25,158,-1315
-5,203,-1091
25,199,-899
46,-33,-886
97,-162,-913
-40,-134,-903
-58,-29,-1032
-40,87,-1231
17,111,-1315
7,236,-1136
15,150,-905
50,37,-874
83,-210,-909
-37,-122,-895
-52,-44,-1026
-50,101,-1245
3,113,-1311
-7,218,-1145
1,162,-921
80,17,-890
95,-173,-923
-15,-165,-884
-72,-25,-991
-46,64,-1218
7,119,-1311
-11,220,-1161
27,173,-933
62,62,-876
119,-179,-915
9,-148,-876
-17,-54,-981
-5,52,-1218
80,122,-1307
58,224,-1177
165,163,-948
193,46,-901
320,-146,-925
208,-173,-868
197,-78,-948
214,-39,-1198
361,126,-1356
324,191,-1180
370,228,-964
480,23,-903
517,-140,-993
404,-169,-854
343,-138,-895
357,-91,-1147
421,80,-1298
327,232,-1128
427,279,-1005
488,109,-1013
554,-62,-1032
386,-253,-835
302,-238,-851
284,-177,-1018
320,111,-1163
236,308,-1141
324,286,-1132
359,203,-1124
357,-29,-1073
273,-245,-841
163,-298,-751
140,-148,-917
144,58,-1200
23,308,-1206
169,304,-1225
255,242,-1200
257,9,-1095
111,-222,-774
78,-322,-650
23,-74,-921
5,35,-1147
27,203,-1286
42,314,-1307
177,290,-1247
261,17,-1046
101,-214,-784
-35,-329,-566
-9,-99,-812
-17,-74,-1155
-37,255,-1348
19,292,-1372
158,363,-1288
74,171,-1026
156,-271,-712
19,-378,-523
29,-158,-788
-21,-33,-1177
-39,76,-1417
19,378,-1460
91,433,-1288
111,201,-981
89,-167,-661
-37,-359,-542
-11,-124,-790
-66,-171,-1139
-87,76,-1438
54,337,-1438
128,458,-1305
101,249,-942
113,-220,-708
-1,-290,-503
1,-201,-765
-78,-60,-1157
-83,11,-1473
-15,345,-1473
160,355,-1284
37,345,-911
148,-185,-657
54,-281,-605
46,-327,-798
-66,-85,-1102
-42,35,-1419
11,284,-1499
101,443,-1257
72,314,-968
83,-44,-753
56,-335,-597
-54,-308,-765
-93,-138,-1098
1,-23,-1405
-23,193,-1430
140,454,-1255
136,423,-1009
99,29,-735
29,-413,-624
-13,-283,-843
-109,-124,-1038
-39,29,-1342
-107,177,-1471
46,357,-1268
64,376,-991
58,121,-794
74,-333,-710
-19,-331,-774
-197,-99,-927
-58,-66,-1220
-46,284,-1434
23,409,-1354
0,394,-1028
52,-29,-839
128,-154,-800
-21,-448,-718
-85,-183,-870
-93,-11,-1216
37,212,-1428
35,384,-1380
5,452,-1071
74,70,-853
165,-160,-786
3,-335,-763
-103,-251,-843
-83,-206,-1112
-7,259,-1419
66,388,-1438
11,402,-1083
128,99,-940
179,-148,-784
3,-269,-651
-58,-222,-804
-27,-204,-1171
-85,142,-1372
17,476,-1405
-9,361,-1184
115,177,-933
115,-185,-827
-7,-271,-624
-64,-329,-774
-93,-119,-1134
-138,62,-1344
-40,425,-1385
23,460,-1202
91,310,-1048
66,-107,-860
93,-341,-667
-72,-320,-755
-140,-204,-1003
-85,-17,-1270
35,298,-1411
54,550,-1298
35,441,-1091
138,-76,-905
23,-351,-636
-1,-208,-677
-78,-265,-946
-74,-70,-1262
-91,286,-1423
91,458,-1354
70,404,-1112
33,46,-897
37,-324,-622
183,-201,-720
9,-247,-895
-199,-177,-1153
-140,302,-1356
46,435,-1452
60,493,-1206
74,-35,-1001
111,-279,-757
60,-247,-556
-163,-203,-728
-99,-281,-1169
-210,242,-1452
-29,556,-1413
101,476,-1229
87,95,-1128
-56,-183,-650
50,-245,-589
-138,-286,-677
-25,-511,-1145
-232,314,-1434
15,415,-1387
117,581,-1380
11,199,-1124
-48,-191,-694
203,-195,-568
-3,-148,-667
-97,-542,-1011
-224,68,-1346
142,509,-1504
99,630,-1354
-83,154,-1175
-17,-230,-694
169,-167,-538
80,-81,-630
0,-566,-952
-203,33,-1446
-9,458,-1438
50,534,-1360
74,337,-1210
89,-160,-886
33,-216,-388
177,-259,-519
-39,-259,-1026
-294,-335,-1432
-142,458,-1317
210,528,-1417
103,589,-1327
-17,-320,-909
-46,-74,-349
204,-337,-575
-46,-107,-1005
-324,-447,-1276
-85,337,-1342
265,470,-1504
107,628,-1383
-74,-179,-825
-17,-232,-437
220,-228,-583
-115,25,-843
-101,-464,-1274
-162,124,-1446
154,607,-1508
15,540,-1329
-42,-9,-886
-17,-431,-468
152,-97,-550
23,-132,-825
-136,-238,-1182
-257,-167,-1473
64,650,-1577
78,618,-1257
115,144,-948
13,-513,-542
115,-52,-521
111,-128,-784
-95,-244,-1165
-349,-212,-1497
1,486,-1544
177,730,-1210
232,171,-1114
-175,-419,-595
39,-224,-409
136,138,-812
-117,-390,-1155
-322,-204,-1423
-93,324,-1499
366,741,-1348
17,388,-1075
-80,-394,-685
-21,-417,-382
117,163,-772
-122,-199,-1171
-222,-325,-1401
-109,119,-1434
366,915,-1419
-17,620,-1071
-17,-472,-700
-89,-433,-407
240,-115,-728
-142,50,-1102
-179,-368,-1399
-25,29,-1464
185,810,-1434
56,751,-1102
119,-310,-706
-15,-591,-466
128,-40,-687
-119,39,-1042
-138,-267,-1444
-103,-115,-1442
70,732,-1432
152,659,-1093
44,-52,-704
48,-663,-509
-91,-302,-614
37,251,-1056
-277,-173,-1372
-152,-62,-1481
-17,423,-1409
259,767,-1116
19,97,-724
5,-624,-521
-134,-429,-692
-9,144,-1018
-210,52,-1288
-35,-113,-1485
11,204,-1460
284,730,-1097
-122,458,-648
142,-568,-655
-142,-583,-726
35,72,-935
-83,37,-1147
81,-130,-1602
-17,134,-1395
156,659,-1067
23,528,-772
203,-447,-702
-9,-511,-661
70,-218,-911
-230,138,-1200
-37,-93,-1501
-46,218,-1374
111,556,-1147
17,462,-825
144,-361,-708
52,-521,-681
-214,-169,-862
-204,109,-1097
107,9,-1462
-109,167,-1397
33,406,-1169
74,525,-854
171,-165,-782
13,-480,-735
-146,-345,-739
-70,-46,-1118
-101,50,-1436
-64,257,-1405
122,499,-1194
165,470,-976
17,-3,-819
87,-421,-702
-121,-468,-700
-136,-23,-991
21,-3,-1385
21,165,-1497
35,351,-1221
93,595,-1063
218,78,-860
109,-259,-714
-138,-530,-650
-230,-158,-909
60,-25,-1385
-103,242,-1460
-64,447,-1405
-111,411,-989
454,115,-907
70,-156,-677
-105,-482,-591
-244,-493,-800
117,74,-1405
-179,425,-1573
-140,466,-1360
87,310,-1065
509,298,-1112
-103,-146,-630
-109,-669,-398
-236,-417,-833
25,39,-1378
-203,251,-1446
99,486,-1370
130,316,-1317
197,474,-1032
-13,-275,-534
-99,-448,-417
-314,-419,-798
66,-95,-1378
-105,212,-1452
122,394,-1460
-35,396,-1309
152,388,-1036
27,-226,-462
64,-353,-429
-156,-396,-747
56,-302,-1387
-152,341,-1469
40,324,-1452
72,480,-1395
-31,345,-952
199,-58,-517
81,-486,-447
-175,-450,-810
-251,-242,-1239
-62,148,-1471
25,355,-1432
-27,648,-1358
103,327,-1042
199,-85,-456
23,-327,-435
-177,-484,-802
-148,-302,-1216
-148,81,-1458
52,407,-1542
-27,466,-1358
64,306,-892
378,-70,-566
-97,-212,-374
-40,-396,-786
-312,-298,-1155
27,37,-1493
146,488,-1635
-44,378,-1243
70,126,-936
193,144,-597
76,-351,-443
-35,-275,-755
-163,-349,-1175
50,-40,-1503
44,511,-1477
9,460,-1278
74,203,-964
185,40,-614
54,-154,-462
-60,-409,-749
-245,-394,-1145
148,-35,-1495
31,406,-1520
-21,503,-1247
-21,183,-1048
136,242,-655
64,-163,-542
-27,-421,-724
-146,-244,-1100
-111,-247,-1424
-76,464,-1432
11,413,-1284
91,327,-1153
3,105,-675
193,-300,-569
-27,-304,-718
-124,-113,-1138
-134,-183,-1356
-27,363,-1395
-13,441,-1350
76,503,-1151
19,58,-745
240,-417,-628
-173,-234,-657
5,-283,-1095
-138,-119,-1245
-7,165,-1376
62,659,-1415
160,486,-1167
44,189,-815
191,-509,-681
-158,-271,-673
-72,-230,-950
-126,-52,-1188
3,9,-1428
13,365,-1440
89,620,-1118
50,349,-882
134,-366,-774
-226,-388,-614
29,-173,-827
-152,-70,-1194
-138,40,-1446
-64,273,-1419
197,603,-1223
72,351,-948
58,-144,-706
-128,-532,-564
101,-290,-808
-177,-80,-1163
-126,-3,-1460
-113,302,-1368
103,564,-1233
66,509,-1046
130,-177,-866
-156,-466,-386
54,-374,-774
-146,-62,-1175
-31,-50,-1403
-152,318,-1421
156,429,-1327
46,577,-1003
138,-83,-714
91,-413,-558
-3,-544,-761
-300,56,-1022
-21,-130,-1350
33,228,-1596
27,450,-1335
70,550,-966
97,19,-771
35,-359,-548
-105,-482,-704
-177,-83,-997
-85,-107,-1350
-80,203,-1460
105,407,-1442
44,486,-1015
136,105,-747
35,-378,-601
-89,-374,-659
-175,-197,-954
44,-25,-1344
-46,171,-1512
62,388,-1360
68,474,-1089
60,105,-745
119,-284,-618
-27,-333,-614
-113,-210,-897
-35,-109,-1274
-9,83,-1518
83,427,-1438
89,519,-1116
64,195,-794
167,-251,-630
40,-339,-616
-93,-236,-825
-109,-154,-1288
-64,70,-1499
91,347,-1471
152,486,-1163
9,322,-794
101,-214,-632
-17,-302,-605
-70,-277,-815
-85,-134,-1257
-64,-1,-1508
-58,341,-1460
58,638,-1243
66,228,-874
103,-234,-605
-11,-257,-581
-23,-339,-774
-119,-210,-1216
-111,261,-1534
-27,304,-1465
89,462,-1225
62,271,-915
183,-109,-694
76,-386,-566
-111,-322,-780
-201,-167,-1231
-148,105,-1428
35,388,-1460
91,540,-1286
40,277,-979
183,-126,-665
56,-339,-550
-136,-296,-798
-288,-183,-1126
33,5,-1382
105,355,-1454
197,472,-1423
-46,376,-952
226,-138,-759
-80,-224,-564
-91,-365,-755
-255,-113,-970
-11,-62,-1405
-23,300,-1522
72,437,-1362
42,419,-1020
140,-52,-749
-5,-212,-607
-64,-339,-694
-189,-150,-921
9,-97,-1415
-46,277,-1600
-109,429,-1309
95,425,-1134
97,39,-780
140,-253,-568
-31,-283,-587
-25,-351,-972
-130,-113,-1327
-97,331,-1528
35,462,-1446
66,370,-1075
115,99,-829
163,-193,-577
-72,-361,-575
-171,-327,-938
-128,-87,-1229
107,212,-1540
39,474,-1504
-17,388,-1147
78,126,-749
283,-130,-630
-138,-314,-515
-242,-329,-868
-99,-134,-1264
70,3,-1569
62,413,-1530
-81,599,-1077
163,189,-874
187,-154,-595
-160,-345,-534
-163,-292,-747
-72,-185,-1319
25,-9,-1583
0,349,-1458
31,659,-1206
50,199,-872
121,-27,-581
-48,-411,-515
0,-339,-767
-257,-208,-1274
74,-81,-1540
35,312,-1432
17,784,-1241
37,183,-899
58,11,-585
83,-464,-550
-46,-298,-732
-249,-177,-1251
124,-101,-1540
-87,296,-1477
9,692,-1220
103,290,-966
60,68,-650
181,-384,-484
7,-501,-730
-271,5,-1243
0,-294,-1462
-119,378,-1483
152,585,-1296
11,419,-950
111,3,-710
204,-279,-462
-111,-575,-743
-327,85,-1132
-9,-361,-1495
-169,464,-1413
206,435,-1339
-33,566,-983
177,-46,-808
109,-216,-460
-95,-523,-726
-302,-15,-1052
-25,-341,-1442
-87,357,-1444
275,509,-1428
-56,515,-999
144,39,-823
91,-247,-495
-66,-447,-620
-247,-189,-1032
-113,-40,-1415
-37,89,-1506
138,476,-1352
173,499,-1126
21,263,-761
257,-527,-609
-144,-160,-484
-130,-359,-1050
-119,111,-1385
66,-126,-1534
146,548,-1341
160,382,-1208
-105,478,-790
341,-650,-571
-165,-62,-523
-126,-429,-1007
-171,167,-1264
-9,-265,-1501
175,443,-1469
31,614,-1208
-25,337,-817
267,-349,-505
-115,-259,-607
-244,-292,-913
-183,-101,-1296
-1,-72,-1475
199,224,-1467
-91,806,-1210
29,247,-895
128,-189,-470
15,-349,-669
-232,-230,-815
-175,-169,-1229
25,-130,-1483
72,234,-1475
7,741,-1280
85,427,-862
97,-210,-616
-46,-310,-560
-31,-484,-786
-21,17,-1243
-25,-87,-1465
54,275,-1485
15,491,-1286
132,466,-929
15,-142,-614
27,-298,-571
-119,-464,-724
-93,-29,-1153
-37,-50,-1456
37,242,-1553
-46,454,-1182
132,435,-1007
35,31,-687
83,-355,-558
-156,-415,-675
-33,-212,-1134
-99,80,-1458
-85,181,-1553
-37,493,-1218
169,306,-1011
140,199,-735
40,-402,-515
-78,-448,-704
-66,-167,-1102
-140,-9,-1403
-11,226,-1489
50,503,-1262
158,341,-1052
107,216,-786
60,-488,-556
-15,-351,-657
-50,-218,-1079
-101,-1,-1290
83,199,-1411
68,482,-1397
81,390,-1122
-17,158,-737
193,-329,-683
-19,-409,-622
-54,-269,-962
-232,-15,-1182
33,333,-1551
-111,269,-1356
179,411,-1112
80,201,-792
269,-220,-780
-238,-337,-495
-56,-259,-966
-245,-119,-1206
-68,218,-1483
-21,361,-1421
83,333,-1198
58,255,-880
308,-160,-704
-187,-312,-626
-128,-398,-794
-11,-78,-1204
-91,212,-1493
15,286,-1483
13,488,-1052
324,249,-1003
83,-136,-839
-197,-400,-472
13,-333,-716
-21,-23,-1247
-58,-13,-1503
-15,322,-1372
228,530,-1294
-54,322,-950
109,-134,-786
-160,-310,-411
201,-316,-747
-244,-95,-1159
-115,7,-1489
-130,195,-1452
177,607,-1376
33,320,-936
134,-15,-778
-171,-454,-450
191,-197,-720
-325,-148,-1159
-193,-29,-1421
-50,165,-1434
236,772,-1393
-54,224,-1108
70,-74,-696
33,-372,-509
21,-179,-689
-232,-177,-1095
3,-191,-1282
66,435,-1569
-3,511,-1421
37,396,-1042
68,-128,-728
212,-269,-556
-64,-312,-585
-226,-70,-1059
-154,-365,-1305
74,474,-1571
126,380,-1460
54,480,-1020
37,-193,-759
197,-76,-505
-76,-347,-638
-298,-70,-960
-122,-312,-1292
138,402,-1624
31,380,-1464
-27,322,-1026
-19,81,-786
165,-201,-552
-89,-212,-562
-115,-267,-890
-37,-193,-1385
-27,113,-1583
124,536,-1471
-122,415,-1075
152,117,-812
193,-244,-556
25,-175,-538
-165,-398,-813
-119,-5,-1331
-101,-162,-1596
25,566,-1493
-13,363,-1063
111,318,-862
68,-275,-603
-158,-183,-525
-162,-384,-755
-226,-29,-1352
-240,-42,-1682
-365,404,-1362
-56,335,-1130
-126,470,-888
-95,-195,-650
-337,-372,-368
-210,-357,-813
-370,105,-1383
-386,-64,-1573
-441,236,-1383
-44,562,-1301
-382,466,-872
-247,-167,-673
-519,-435,-443
-284,-339,-815
-624,29,-1331
-505,99,-1438
-366,167,-1380
-208,488,-1348
-337,488,-870
-249,-29,-605
-351,-476,-509
-310,-308,-815
-536,78,-1260
-433,60,-1489
-335,132,-1458
-81,388,-1341
-257,458,-876
-288,19,-587
-212,-382,-564
-368,-273,-837
-470,-64,-1165
-318,144,-1423
-236,204,-1526
-122,372,-1290
-199,406,-870
-193,39,-702
-80,-425,-610
-286,-265,-806
-292,-93,-1093
-191,122,-1426
-193,117,-1575
-119,503,-1257
-13,384,-892
0,52,-712
87,-349,-675
-124,-288,-745
-29,-253,-1057
0,154,-1413
204,111,-1571
101,390,-1346
312,382,-897
210,148,-679
396,-400,-786
-76,-263,-706
46,-240,-964
-19,87,-1358
119,101,-1608
1,443,-1272
185,325,-1018
35,195,-687
173,-366,-743
-238,-312,-589
-19,-308,-960
-183,228,-1346
-44,76,-1553
-171,314,-1337
72,546,-1054
-37,89,-786
93,-253,-724
-304,-456,-603
-156,-193,-913
-236,31,-1329
-167,169,-1573
-121,251,-1333
23,491,-1108
19,240,-833
-29,-154,-673
-230,-476,-601
-111,-195,-901
-224,85,-1309
-76,87,-1551
-68,261,-1401
60,454,-1124
99,193,-843
13,-175,-609
-64,-407,-568
-107,-206,-862
-121,35,-1270
-42,152,-1522
-37,267,-1411
54,284,-1138
115,324,-815
70,-242,-591
21,-366,-609
-56,-281,-853
-148,13,-1245
-11,56,-1520
13,337,-1469
58,370,-1145
160,312,-849
25,-183,-597
3,-392,-589
-74,-255,-856
-64,-52,-1237
-64,52,-1504
42,292,-1465
50,343,-1155
152,396,-841
109,-193,-634
97,-308,-610
-126,-206,-837
-72,-87,-1196
-48,52,-1503
17,271,-1495
35,341,-1202
128,333,-829
78,-138,-642
91,-290,-595
-93,-224,-864
-103,-93,-1151
-93,81,-1481
25,249,-1514
46,374,-1210
91,292,-876
85,-46,-673
80,-333,-642
-142,-273,-812
-107,-167,-1089
-74,107,-1450
27,230,-1549
-31,429,-1241
130,290,-888
64,48,-714
50,-296,-659
-140,-286,-767
-171,-189,-1054
-58,74,-1432
44,242,-1577
-80,392,-1239
107,296,-909
60,142,-749
122,-333,-691
-158,-273,-667
-115,-193,-1022
-60,119,-1424
58,160,-1577
-87,437,-1251
158,265,-960
23,111,-759
119,-275,-689
-138,-314,-646
-46,-230,-1009
-109,121,-1409
62,242,-1565
-91,333,-1270
171,329,-1003
21,193,-778
160,-296,-698
-189,-359,-618
-17,-265,-974
-74,72,-1399
33,193,-1586
-105,361,-1264
162,333,-1061
-19,218,-790
154,-244,-685
-154,-363,-601
-23,-275,-958
-107,56,-1348
23,228,-1579
-124,236,-1309
175,372,-1077
-17,271,-810
163,-253,-698
-148,-404,-562
17,-257,-940
-126,87,-1337
9,152,-1534
-91,277,-1323
113,402,-1100
25,216,-837
113,-183,-673
-103,-427,-593
17,-259,-895
-146,46,-1311
-21,158,-1532
-58,267,-1356
83,413,-1132
70,327,-841
95,-255,-659
-56,-417,-573
-21,-245,-878
-117,35,-1276
-25,64,-1510
-68,294,-1370
89,384,-1155
91,318,-854
68,-206,-638
3,-372,-591
-46,-234,-851
-144,-15,-1235
-39,56,-1489
-21,277,-1430
48,402,-1149
122,333,-872
74,-240,-677
27,-355,-591
-74,-257,-815
-85,0,-1206
-68,21,-1477
13,284,-1442
54,427,-1196
132,300,-882
64,-171,-661
50,-322,-620
-115,-271,-823
-74,-101,-1136
-74,76,-1448
27,302,-1485
39,396,-1200
134,320,-886
62,-85,-726
76,-347,-638
-113,-224,-776
-72,-97,-1112
-66,44,-1436
37,230,-1501
0,456,-1225
160,242,-921
46,17,-716
72,-318,-644
-111,-226,-772
-95,-201,-1083
-128,121,-1421
27,228,-1530
-101,421,-1239
74,283,-942
-29,33,-761
21,-333,-679
-199,-169,-733
-119,-204,-1038
-119,46,-1419
33,183,-1545
-115,468,-1216
58,331,-970
-154,169,-732
-609,-394,-718
-954,-201,-624
-653,-195,-936
-1061,183,-1549
-946,-29,-1627
-1487,732,-1360
-1083,540,-845
-1487,83,-681
-1110,-249,-599
-1495,-122,-523
-1229,-58,-819
-1438,-66,-1510
-1061,142,-1692
-1288,435,-1440
-911,486,-1061
-993,44,-722
-810,-228,-669
-977,85,-673
-1083,-40,-1116
-991,-148,-1430
-825,-31,-1805
-610,642,-1553
-700,183,-1102
-772,-136,-292
-772,-234,-331
-667,366,-599
-880,33,-1065
-835,-113,-1473
-583,85,-1967
-642,519,-1581
-989,173,-743
-849,-329,-365
-765,-318,-429
-1323,132,-513
-1479,286,-892
-1296,-111,-1657
-958,11,-1922
-1372,488,-1288
-1348,577,-542
-1159,-286,-433
-1143,-271,-417
-1421,-44,-673
-1315,312,-1231
-1337,-68,-1789
-1042,27,-2030
-1214,480,-1551
-1200,501,-708
-1188,-60,-249
-1153,-333,-341
-1290,-103,-892
-1100,275,-1325
-1186,-44,-1653
-825,162,-1789
-794,581,-1440
-915,316,-552
-929,-109,-224
-872,-581,-466
-995,0,-1015
-1268,146,-1288
-1214,-103,-1653
-997,240,-1774
-1079,663,-1290
-1346,544,-347
-1278,-193,-189
-1364,-552,-283
-1214,-87,-909
-1448,-107,-1629
-1272,121,-1758
-970,681,-1495
-1352,648,-603
-1206,-9,-204
-1106,-302,-503
-968,-224,-1198
-1657,132,-1409
-1356,189,-1454
-1147,-15,-1813
-1077,491,-1456
-1631,335,-566
-1143,341,-138
-1128,-491,-538
-1227,0,-1077
-1559,261,-1348
-1136,3,-1504
-1024,279,-1774
-769,443,-1540
-1622,355,-562
-1044,224,-58
-956,-505,-595
-1042,-113,-1069
-1698,-40,-1186
-1475,-35,-1374
-1216,302,-1651
-966,267,-1460
-1286,407,-673
-940,331,-230
-1245,-290,-503
-1065,-146,-1056
-1245,-154,-1284
-1270,142,-1561
-1225,97,-1647
-979,150,-1586
-1061,363,-667
-1020,144,-322
-989,5,-452
-1015,-113,-1009
-1100,-144,-1272
-991,35,-1538
-915,443,-1602
-646,177,-1647
-747,-169,-860
-960,121,-154
-845,140,-189
-552,66,-1087
-702,-103,-1504
-730,370,-1559
-411,0,-1688
-128,48,-1323
-569,-148,-458
-423,134,9
-259,-216,-554
3,167,-1063
-175,-23,-1499
17,308,-1670
175,-76,-1604
257,140,-1235
158,-19,-474
66,-109,-148
83,-80,-484
187,-115,-1335
121,-76,-1661
56,222,-1526
154,288,-1358
214,146,-1108
173,-201,-445
21,107,-101
530,-126,-716
366,-242,-1477
835,-105,-1585
979,411,-1483
1013,267,-1354
1337,-17,-804
1350,-292,-509
1487,-296,-386
1085,-72,-765
1456,-394,-1573
1360,-146,-1766
1432,292,-1423
936,675,-1194
1475,21,-661
1114,-433,-548
1184,-64,-345
653,64,-821
726,-290,-1313
905,-337,-1575
987,476,-1383
618,601,-1112
542,-21,-667
792,-476,-550
683,27,-653
673,29,-956
519,-244,-1370
569,-581,-1622
433,509,-1477
909,614,-1067
761,27,-890
1063,-273,-702
792,-115,-712
1013,156,-776
794,-532,-1204
1239,-222,-1495
1171,181,-1583
1069,634,-1120
1132,124,-929
1475,-361,-815
1186,21,-823
1220,132,-726
1264,-642,-1044
1358,-347,-1274
1179,456,-1309
1221,482,-1132
1329,-230,-901
1262,-195,-790
1301,-35,-767
960,23,-798
843,-294,-901
1190,-616,-1315
1052,394,-1395
874,661,-1108
780,48,-1011
1303,-552,-985
903,-177,-903
1042,382,-595
728,-343,-966
1253,-521,-1309
823,50,-1354
1083,1011,-1136
1231,-52,-1180
1409,-429,-1218
1208,-142,-839
1239,83,-558
1354,-156,-913
1592,-560,-1397
1229,218,-1311
1266,724,-1098
1354,97,-1143
1752,-525,-1065
1325,-13,-786
1077,101,-503
1106,-273,-837
1462,-614,-1204
1132,150,-1370
1048,983,-1128
927,-40,-1145
1545,-521,-974
1175,-324,-821
1007,427,-452
1065,-380,-821
1327,-626,-1262
1048,-101,-1430
1030,1114,-1116
1177,156,-1196
1549,-614,-1145
1194,-320,-950
1016,431,-515
1042,-201,-847
1180,-681,-1292
1083,-132,-1510
1024,1015,-1186
1069,230,-1235
1165,-427,-1169
1087,-109,-817
935,331,-435
999,-245,-673
968,-704,-1165
981,85,-1421
804,825,-1223
790,113,-1274
977,-322,-1110
874,-39,-837
720,353,-433
683,-452,-642
659,-564,-1110
655,80,-1393
542,796,-1235
638,87,-1280
538,-325,-1153
646,40,-802
447,296,-509
470,-417,-735
