x,y,z,
-66,27,-1026,
5,21,-1009,
-21,-25,-1038,
-11,11,-1015,
-42,56,-1009,
5,39,-1022,
3,7,-1022,
-11,-9,-1005,
-11,25,-1015,
-9,62,-1013,
1,13,-1018,
-5,13,-1018,
-17,40,-1007,
-11,29,-1011,
-9,11,-1013,
-23,21,-1026,
-21,40,-1018,
-27,40,-1030,
-11,35,-1018,
-44,29,-1022,
5,42,-1018,
-42,11,-1024,
9,0,-1001,
-35,39,-1038,
5,54,-1009,
-25,35,-1016,
3,15,-1005,
-13,29,-1026,
-19,27,-1005,
-5,25,-1009,
-17,42,-1015,
7,29,-1024,
-40,29,-1005,
1,17,-1005,
-31,13,-1030,
9,35,-1007,
-46,25,-1009,
9,5,-1007,
-33,29,-1022,
-1,40,-1007,
-25,19,-1022,
-7,15,-1018,
-25,15,-1022,
-7,15,-1009,
-11,25,-1022,
-21,39,-1015,
3,7,-1016,
-29,39,-1034,
-1,11,-1015,
-39,0,-1018,
11,31,-1020,
-42,29,-1020,
0,17,-1016,
-39,15,-1016,
0,13,-1011,
-29,23,-1028,
-7,31,-1003,
-23,17,-1015,
3,21,-1018,
-19,25,-1020,
-11,21,-1007,
1,9,-1022,
-23,19,-1016,
-5,3,-1009,
-23,5,-1013,
1,35,-1018,
-33,33,-1018,
5,21,-1011,
-29,23,-1018,
0,21,-1011,
-25,13,-1024,
5,31,-1018,
-23,25,-1018,
-1,11,-1015,
-23,25,-1016,
-17,15,-1018,
-17,31,-1018,
-21,25,-1024,
-17,13,-1009,
-21,9,-1016,
-5,25,-1022,
-29,33,-1007,
1,37,-1013,
-27,25,-1015,
5,15,-1007,
-33,13,-1024,
0,25,-1011,
-23,33,-1015,
1,35,-1013,
-23,25,-1022,
-1,17,-1011,
-23,21,-1026,
-15,29,-1013,
-9,21,-1016,
-33,5,-1009,
-15,31,-1022,
-15,33,-1015,
-5,31,-1016,
-31,39,-1015,
5,21,-1013,
-25,13,-1015,
1,27,-1018,
-21,17,-1018,
-1,19,-1016,
-23,27,-1020,
-5,21,-1013,
-15,29,-1026,
-11,37,-1016,
-15,27,-1015,
-9,5,-1020,
-9,21,-1022,
-5,25,-1016,
-3,29,-1022,
-17,33,-1024,
3,17,-1011,
-31,19,-1022,
-11,17,-1020,
-23,15,-1015,
1,15,-1016,
-23,25,-1026,
5,21,-1013,
-11,23,-1028,
0,35,-1016,
-15,13,-1018,
-3,13,-1018,
-19,29,-1018,
-11,7,-1022,
-9,39,-1011,
-21,40,-1015,
-17,15,-1016,
-33,11,-1022,
-19,27,-1018,
-23,19,-1026,
0,19,-1013,
-31,31,-1018,
3,0,-1011,
-29,27,-1024,
-11,21,-1003,
-29,29,-1024,
-11,29,-1015,
-17,19,-1015,
-5,15,-1013,
-11,35,-1015,
-17,21,-1015,
0,19,-1011,
-31,19,-1015,
-5,13,-1013,
-21,13,-1022,
-3,35,-1013,
-40,35,-1020,
0,15,-1015,
-33,21,-1013,
1,25,-1009,
-23,29,-1024,
-5,19,-1015,
-17,29,-1018,
-5,11,-1018,
-19,29,-1030,
-11,25,-1011,
-7,15,-1020,
-21,17,-1013,
-11,27,-1018,
-27,21,-1026,
-9,39,-1018,
-25,35,-1020,
1,19,-1007,
-33,25,-1024,
0,19,-1013,
-13,31,-1022,
-5,35,-1022,
-11,31,-1024,
3,13,-1015,
-17,29,-1016,
-11,25,-1011,
-13,19,-1011,
-15,31,-1013,
0,17,-1015,
-25,13,-1018,
9,29,-1015,
-31,35,-1026,
5,21,-1018,
-31,19,-1015,
-11,9,-1011,
-33,23,-1026,
0,35,-1007,
-33,35,-1022,
-3,15,-1011,
-21,17,-1024,
-13,23,-1003,
-5,19,-1018,
-13,25,-1013,
0,13,-1022,
-13,11,-1016,
1,33,-1015,
-33,31,-1009,
9,21,-1015,
-29,21,-1020,
1,7,-1007,
-31,5,-1026,
-5,33,-1009,
-33,29,-1016,
-7,21,-1013,
-33,19,-1024,
-15,13,-1007,
-21,23,-1018,
-29,35,-1016,
-9,19,-1015,
-17,13,-1024,
-11,25,-1018,
-19,29,-1013,
13,21,-1018,
-21,33,-1026,
3,7,-1020,
-33,19,-1022,
0,27,-1009,
-21,21,-1018,
-1,17,-1015,
-29,27,-1020,
-1,17,-1016,
-21,35,-1024,
-11,33,-1015,
-17,23,-1022,
-21,11,-1013,
-1,27,-1005,
-11,27,-1020,
3,25,-1016,
-21,35,-1028,
-5,19,-1015,
-31,25,-1013,
-1,27,-1013,
-13,25,-1013,
-3,19,-1009,
-23,25,-1011,
-5,19,-1013,
-21,31,-1024,
-7,35,-1011,
-11,15,-1018,
-15,23,-1026,
-11,21,-1011,
-15,15,-1013,
-7,25,-1016,
-21,29,-1020,
1,15,-1015,
-33,21,-1026,
1,27,-1026,
-13,15,-1024,
0,23,-1020,
-27,27,-1015,
7,9,-1013,
-23,33,-1026,
-15,35,-1016,
-19,23,-1022,
-11,21,-1009,
-23,15,-1016,
-17,9,-1013,
0,29,-1024,
-29,35,-1022,
3,17,-1013,
-17,27,-1026,
1,21,-1011,
-31,21,-1024,
1,25,-1018,
-29,19,-1015,
5,7,-1009,
-19,17,-1026,
-5,29,-1024,
-11,31,-1020,
-15,29,-1020,
-15,31,-1015,
-19,13,-1015,
-11,25,-1020,
-17,31,-1013,
-1,15,-1016,
-15,23,-1018,
-5,29,-1030,
-27,15,-1015,
-5,19,-1018,
-21,35,-1018,
5,9,-1020,
-29,25,-1016,
-3,23,-1009,
-19,27,-1018,
0,33,-1016,
-17,35,-1013,
-15,15,-1011,
-7,27,-1024,
-29,35,-1013,
-7,17,-1016,
-9,25,-1016,
1,21,-1022,
-27,15,-1011,
11,33,-1011,
-31,35,-1016,
3,15,-1011,
-25,15,-1022,
1,21,-1013,
-23,29,-1015,
-5,27,-1013,
-27,29,-1015,
-1,19,-1007,
-21,29,-1013,
-19,25,-1011,
-5,33,-1022,
-17,33,-1022,
-13,17,-1013,
-23,25,-1015,
-9,27,-1018,
-23,31,-1011,
3,17,-1011,
-29,23,-1020,
-1,17,-1011,
-23,25,-1015,
-7,37,-1009,
-19,25,-1018,
-5,19,-1013,
-27,31,-1030,
-21,23,-1015,
-11,29,-1018,
-19,25,-1018,
-7,7,-1016,
-23,9,-1013,
-5,29,-1013,
-25,35,-1016,
7,19,-1026,
-21,35,-1016,
0,7,-1015,
-19,21,-1018,
0,25,-1007,
-21,25,-1013,
3,13,-1009,
-13,31,-1020,
-7,19,-1005,
-9,21,-1020,
-9,23,-1013,
-9,11,-1020,
-13,11,-1009,
-7,19,-1009,
-23,29,-1020,
3,29,-1015,
-29,23,-1016,
1,13,-1005,
-23,9,-1018,
-1,27,-1015,
-25,37,-1020,
-7,25,-1013,
-17,21,-1022,
-1,17,-1011,
-19,33,-1015,
-9,35,-1007,
-9,19,-1016,
-25,15,-1007,
-9,23,-1018,
-25,25,-1020,
-11,21,-1009,
-23,35,-1011,
1,13,-1013,
-25,25,-1028,
-3,25,-1016,
-33,25,-1005,
1,21,-1003,
-13,33,-1015,
-9,19,-1016,
-17,31,-1022,
-15,35,-999,
-15,23,-1030,
-11,13,-1022,
-11,21,-1005,
-15,19,-1018,
-9,33,-1018,
-25,25,-1007,
-3,21,-1013,
-27,15,-1020,
-1,19,-1015,
-33,25,-1020,
0,31,-1013,
-27,33,-1022,
-1,0,-1018,
-25,9,-1020,
-11,37,-1013,
-11,25,-1018,
-25,29,-1015,
-13,25,-1011,
-15,11,-1013,
-9,27,-1013,
-9,35,-1007,
-1,15,-1011,
-21,15,-1022,
0,27,-1011,
-40,15,-1015,
0,25,-1016,
-21,29,-1016,
0,17,-1009,
-21,21,-1016,
-1,27,-1016,
-13,29,-1020,
-15,27,-1018,
-19,25,-1015,
-9,17,-1020,
-7,23,-1018,
-25,29,-1011,
-3,17,-1018,
-21,19,-1016,
-5,27,-1013,
-27,21,-1026,
-3,29,-1001,
-23,37,-1020,
-3,17,-1015,
-27,15,-1018,
-3,17,-1015,
-15,25,-1015,
-7,31,-1011,
-21,33,-1011,
-5,19,-1009,
-17,35,-1022,
-17,31,-1005,
1,27,-1013,
-29,21,-1020,
-11,17,-1009,
-25,11,-1024,
-11,39,-1016,
-27,33,-1026,
3,19,-1009,
-29,19,-1015,
-9,15,-1009,
-25,19,-1018,
-7,31,-1011,
-21,33,-1028,
0,9,-1015,
-25,23,-1020,
-21,21,-1013,
-11,17,-1011,
-23,29,-1015,
-13,15,-1007,
-25,13,-1018,
-1,37,-1022,
-33,35,-1015,
0,19,-1016,
-31,19,-1024,
-7,13,-1009,
-11,17,-1016,
0,33,-1009,
-13,35,-1013,
-1,13,-1020,
-9,17,-1022,
-17,25,-1015,
-7,23,-1009,
-21,29,-1018,
-7,27,-1015,
-13,13,-1016,
0,25,-1020,
-19,31,-1020,
0,25,-1009,
-29,25,-1011,
0,19,-1015,
-17,13,-1022,
-9,37,-1009,
-21,25,-1016,
3,13,-1013,
-11,29,-1020,
-9,21,-1013,
-11,27,-1020,
-15,35,-1013,
-15,19,-1020,
-25,17,-1009,
-9,15,-1005,
-27,19,-1015,
-1,21,-1016,
-37,33,-1020,
-9,17,-999,
-29,19,-1024,
-7,27,-1018,
-33,23,-1020,
-11,17,-1024,
-21,29,-1018,
-3,15,-1005,
-11,31,-1024,
-11,35,-1013,
-11,21,-1018,
-21,7,-1016,
-11,23,-1016,
-13,13,-1026,
1,27,-1018,
-25,35,-1018,
-1,19,-1009,
-23,5,-1022,
-13,33,-1013,
-21,27,-1022,
-3,19,-1015,
-29,27,-1018,
-7,3,-1009,
-11,17,-1028,
-5,29,-1011,
-1,25,-1011,
-15,19,-1015,
-5,23,-1003,
-11,13,-1013,
-3,33,-1015,
-21,31,-1018,
-5,15,-1013,
-11,25,-1018,
3,29,-1013,
-39,25,-1018,
-3,19,-1007,
-23,35,-1015,
0,17,-1005,
-19,15,-1018,
-3,31,-1016,
-13,29,-1013,
-5,23,-1015,
-13,25,-1020,
-17,13,-1005,
-11,21,-1013,
-21,31,-1011,
-7,15,-1015,
-23,31,-1028,
-1,23,-1009,
-23,25,-1020,
-1,21,-1015,
-31,25,-1026,
-5,11,-1005,
-21,17,-1024,
-7,27,-1009,
-17,21,-1013,
-15,29,-1015,
-15,25,-1022,
-21,19,-1015,
-11,13,-1011,
-19,27,-1018,
-1,27,-1015,
-25,25,-1020,
-1,19,-1009,
-21,19,-1018,
-1,29,-1018,
-29,31,-1018,
-5,25,-1009,
-23,15,-1020,
-11,29,-1011,
-27,27,-1024,
-3,37,-1016,
-17,31,-1022,
-7,7,-1016,
-3,31,-1024,
-15,25,-1009,
0,25,-1016,
-25,31,-1028,
-7,19,-1015,
-25,13,-1020,
-3,21,-1020,
-23,31,-1024,
-5,27,-1013,
-27,19,-1020,
-1,21,-1013,
-17,19,-1016,
-3,29,-1016,
-27,35,-1026,
-9,23,-1009,
-17,27,-1018,
-9,27,-1013,
0,25,-1018,
-25,35,-1011,
-7,29,-1022,
-11,5,-1022,
0,19,-1026,
-27,31,-1020,
7,25,-1011,
-15,27,-1028,
-7,17,-1016,
-25,15,-1020,
-3,31,-1015,
-33,31,-1026,
-3,13,-1015,
-19,19,-1009,
-13,17,-1011,
-7,21,-1020,
-11,23,-1016,
-7,19,-1026,
0,17,-1026,
-5,19,-1013,
-21,25,-1011,
0,21,-1016,
-17,27,-1024,
-3,23,-1015,
-23,11,-1030,
-3,29,-1009,
-15,35,-1018,
-3,13,-1018,
-25,23,-1018,
-13,19,-1013,
-7,19,-1028,
-17,25,-1007,
-11,25,-1013,
-23,21,-1018,
-11,15,-1020,
-25,23,-1015,
-13,15,-1016,
-27,19,-1018,
-3,19,-1013,
-21,11,-1015,
-7,27,-1015,
1,15,-1009,
-25,25,-1018,
-7,9,-1016,
-15,15,-1016,
-15,35,-1018,
-35,35,-1018,
-9,9,-1009,
-19,25,-1016,
-17,23,-1011,
-9,15,-1013,
-25,25,-1028,
5,19,-1016,
-35,15,-1020,
-11,27,-1020,
-15,31,-1011,
0,31,-1011,
-25,31,-1024,
-13,15,-1007,
-25,11,-1011,
-9,33,-1013,
-13,29,-1007,
-9,13,-1015,
-11,25,-1020,
-3,17,-1009,
-3,21,-1016,
-31,31,-1018,
0,23,-1015,
-13,21,-1015,
0,27,-1022,
-21,31,-1016,
-1,35,-1013,
-21,31,-1022,
0,1,-1022,
-29,15,-1018,
-3,23,-1018,
-21,31,-1018,
-13,31,-1013,
-7,31,-1009,
-5,15,-1011,
-11,21,-1026,
-19,25,-1011,
-3,17,-1018,
-29,21,-1030,
5,11,-1018,
-21,19,-1028,
7,35,-1022,
-25,35,-1022,
0,21,-1013,
-21,23,-1016,
-7,27,-1016,
-31,21,-1024,
-21,29,-1018,
-7,21,-1009,
-15,15,-1016,
-13,25,-1018,
-25,35,-1003,
-13,33,-1016,
-29,25,-1018,
0,21,-1009,
-19,3,-1011,
3,25,-1015,
-19,35,-1018,
-1,27,-1011,
-21,25,-1024,
-7,19,-1005,
-19,13,-1015,
-9,27,-1013,
-7,37,-1026,
-1,23,-1015,
-13,27,-1026,
-7,25,-1015,
-11,19,-1018,
-19,33,-1018,
-15,21,-1007,
-21,13,-1015,
0,23,-1018,
-25,29,-1016,
9,19,-1015,
-21,29,-1015,
-1,25,-1013,
-29,21,-1013,
5,35,-1013,
-13,39,-1020,
-3,17,-1015,
-17,13,-1018,
-5,23,-1013,
-13,19,-1015,
-13,44,-1018,
-13,19,-1020,
-21,5,-1018,
-1,17,-1015,
-23,25,-1020,
-3,27,-1007,
-23,29,-1026,
-1,29,-1011,
-33,13,-1020,
-9,27,-1009,
-19,25,-1020,
-7,5,-1009,
-17,21,-1022,
-3,19,-1013,
-9,19,-1013,
-17,39,-1026,
-17,21,-1020,
-29,9,-1009,
-11,9,-1016,
-27,19,-1024,
3,23,-1024,
-29,23,-1016,
0,15,-1009,
-17,13,-1009,
-3,25,-1015,
-25,33,-1022,
-5,15,-1009,
-29,31,-1018,
-13,17,-1009,
-21,17,-1018,
-21,31,-1020,
-15,25,-1020,
-13,13,-1022,
-5,19,-1013,
-21,19,-1013,
5,21,-1015,
-15,25,-1016,
-1,19,-1022,
-15,5,-1018,
1,25,-1015,
-17,31,-1016,
0,21,-1016,
-31,29,-1022,
-5,21,-1015,
-5,17,-1024,
-11,25,-1016,
-11,31,-1007,
-7,19,-1028,
-3,33,-1024,
-19,21,-1015,
-1,19,-1022,
-25,29,-1028,
-1,21,-1018,
-25,19,-1016,
-7,25,-1011,
-17,27,-1016,
-1,35,-1015,
-27,29,-1020,
11,15,-1009,
-15,21,-1028,
-5,27,-1016,
-27,29,-1020,
-13,15,-1005,
-9,31,-1013,
-13,23,-1020,
-21,23,-1015,
-21,39,-1018,
-11,19,-1018,
-17,17,-1016,
-7,23,-1009,
-25,21,-1015,
-7,21,-1015,
-17,29,-1015,
-5,23,-1013,
-23,19,-1016,
-5,21,-1018,
-27,27,-1018,
-13,23,-1020,
-5,31,-1016,
-7,21,-1015,
-13,17,-1026,
-15,31,-1015,
-13,23,-1015,
-15,13,-1020,
-1,27,-1015,
-25,5,-1018,
0,21,-1015,
-17,37,-1020,
-1,15,-1009,
-21,21,-1018,
-5,15,-1007,
-21,23,-1020,
5,21,-1015,
-11,31,-1020,
-5,13,-1015,
-11,19,-1013,
-11,29,-1022,
-13,21,-1009,
-29,29,-1011,
-11,15,-1015,
-17,15,-1011,
0,29,-1016,
-21,35,-1016,
0,33,-1022,
-17,23,-1020,
-11,25,-1015,
-25,33,-1011,
0,37,-1013,
-27,54,-1009,
-9,31,-1013,
-13,35,-1018,
-17,50,-1007,
-11,64,-1016,
-27,64,-1020,
-5,54,-1015,
-31,58,-1005,
0,46,-1013,
-17,85,-1013,
-11,74,-1013,
-31,83,-1011,
-15,91,-1016,
-25,95,-1013,
-13,109,-1005,
-17,130,-1013,
-5,117,-1011,
-31,132,-1009,
-17,152,-1007,
-11,152,-1001,
-29,165,-1015,
-13,169,-1005,
-25,171,-1013,
-3,179,-1020,
-35,199,-1016,
-11,206,-1022,
-37,216,-1026,
-5,212,-1030,
-40,212,-1026,
-7,242,-1028,
-33,271,-1034,
-13,267,-1020,
-37,267,-1036,
-31,275,-1016,
-33,275,-1020,
-31,286,-1015,
-39,294,-1026,
-23,296,-1018,
-25,300,-1028,
-42,298,-1022,
-15,302,-1016,
-31,325,-1013,
-3,320,-1015,
-25,322,-1007,
0,333,-1009,
-21,345,-1015,
-1,349,-1015,
-7,337,-1011,
9,333,-1001,
-11,343,-1015,
11,353,-1020,
5,345,-1028,
1,343,-1022,
5,355,-1028,
1,359,-1015,
0,351,-1020,
7,363,-1020,
21,363,-1024,
-5,353,-1030,
11,351,-1018,
-5,351,-1028,
17,353,-1028,
-17,357,-1034,
11,333,-1024,
-1,314,-1032,
3,337,-1028,
-11,333,-1030,
-11,314,-1026,
-9,312,-1024,
-11,314,-1030,
-9,292,-1022,
-23,281,-1020,
-11,255,-1026,
-19,265,-1018,
-15,251,-1028,
-42,242,-1022,
-3,228,-1020,
-25,236,-1024,
0,214,-1011,
-31,195,-1018,
-9,210,-1015,
-27,222,-1011,
-17,218,-1011,
-40,210,-1018,
-21,197,-1016,
-23,201,-1011,
-35,193,-1015,
-25,185,-1013,
-29,175,-1013,
-17,181,-1009,
-44,173,-1009,
-13,156,-1013,
-39,181,-1020,
-13,177,-1007,
-46,169,-1020,
-9,148,-1013,
-44,163,-1020,
-11,181,-1016,
-21,179,-1016,
-15,162,-1005,
-23,156,-1024,
-21,187,-1018,
-29,181,-1024,
-21,195,-1024,
-15,193,-1018,
-23,199,-1013,
-7,175,-1009,
-21,189,-1022,
-1,203,-1007,
-33,249,-1030,
5,251,-1022,
-23,247,-1015,
13,238,-1007,
-25,302,-1001,
-3,284,-993,
-27,277,-1016,
-23,281,-1024,
-37,290,-1028,
-21,298,-1013,
-21,288,-1013,
-21,310,-1007,
-1,331,-1007,
-31,365,-1020,
-3,359,-1026,
-44,376,-1038,
1,400,-1018,
-33,409,-1024,
-19,407,-1009,
-35,409,-1013,
-13,435,-1022,
-37,415,-1032,
-23,366,-1028,
-25,372,-1030,
-25,402,-1022,
-21,474,-1028,
-13,433,-1034,
-15,406,-1032,
-15,417,-1038,
-9,448,-1034,
-21,441,-1030,
-1,456,-1030,
-17,456,-1028,
0,429,-1011,
-25,407,-1028,
-13,398,-1030,
-23,417,-1024,
0,448,-1015,
-27,407,-1009,
0,394,-1007,
-1,386,-1015,
-13,398,-1009,
7,394,-1018,
-1,409,-1015,
5,407,-1011,
-5,386,-1016,
11,363,-999,
15,372,-1009,
27,380,-1007,
7,370,-1007,
21,324,-1018,
7,312,-1034,
21,347,-1007,
3,353,-1005,
15,333,-1009,
1,316,-1028,
-13,310,-1038,
-9,312,-1052,
-27,292,-1054,
-17,261,-1044,
-9,251,-1034,
-5,247,-1036,
-15,230,-1036,
-15,251,-1050,
-19,284,-1044,
0,242,-1044,
-37,183,-1046,
-33,167,-1024,
-23,226,-1005,
-25,306,-1007,
-60,263,-1020,
-56,169,-1024,
-50,199,-1016,
-54,265,-1001,
-62,214,-1011,
-52,160,-991,
-44,134,-983,
-64,183,-1005,
-50,224,-1013,
-52,210,-1011,
-17,216,-991,
-42,220,-995,
-13,208,-979,
-25,173,-1007,
-11,253,-1016,
-39,277,-1016,
-15,251,-1001,
-15,210,-1009,
-1,216,-1005,
-9,216,-1007,
-29,247,-1018,
-7,283,-1032,
-7,304,-1036,
1,267,-1011,
-17,244,-1013,
27,257,-1011,
-17,318,-1032,
11,329,-1040,
-15,322,-1052,
7,312,-1038,
-31,357,-1016,
7,302,-999,
-1,300,-1020,
3,337,-1007,
-23,345,-1042,
-33,355,-1048,
-15,337,-1013,
0,347,-1015,
-1,357,-1011,
-9,351,-1009,
-9,368,-1032,
-21,431,-1046,
-25,445,-1040,
-31,384,-1024,
-5,359,-1013,
-17,411,-1016,
-7,447,-1011,
-27,458,-1018,
-15,386,-1036,
-37,351,-1048,
-13,421,-1022,
-13,429,-1013,
-3,458,-1022,
5,439,-1030,
-21,419,-1046,
-5,423,-1034,
-29,429,-1040,
5,417,-1018,
-11,443,-1015,
0,411,-1020,
-15,415,-1018,
-9,443,-1028,
-37,464,-1028,
-5,443,-1005,
-33,359,-1007,
-1,365,-997,
1,411,-1013,
-9,421,-1028,
9,392,-1024,
-1,425,-1009,
25,415,-1007,
-7,363,-985,
25,271,-997,
-15,298,-1026,
-1,380,-1032,
-33,448,-1034,
11,388,-1005,
-19,327,-1020,
-11,312,-1005,
-19,261,-1020,
-9,271,-1042,
-39,335,-1065,
-15,353,-1028,
-27,322,-1026,
-21,230,-1036,
-7,234,-1016,
-21,281,-1016,
-9,279,-1042,
-37,290,-1054,
-35,286,-1026,
-29,283,-1024,
-25,271,-1022,
-56,220,-1016,
-35,222,-1005,
-39,244,-1028,
-52,290,-1038,
-50,286,-1013,
-46,290,-1005,
-13,261,-1020,
-50,218,-995,
-21,193,-1001,
-37,232,-1005,
-21,304,-1009,
-35,281,-1030,
-13,230,-1001,
0,193,-987,
0,206,-1003,
-29,263,-993,
7,232,-1015,
-13,265,-1050,
-19,296,-1032,
-29,247,-1005,
-5,216,-997,
0,284,-1003,
-9,275,-1015,
-11,273,-1036,
-23,263,-1040,
-7,302,-1022,
-27,308,-1003,
7,279,-1015,
15,214,-1007,
11,230,-1030,
-25,363,-1048,
-13,327,-1036,
-15,331,-1028,
0,242,-1005,
-31,226,-1026,
13,269,-1009,
-48,380,-1040,
-33,413,-1048,
-48,366,-1048,
-17,351,-987,
-11,245,-1009,
-23,337,-1009,
0,347,-1030,
-56,488,-1034,
-11,431,-1054,
-68,378,-1022,
33,294,-995,
-44,359,-1013,
17,398,-1011,
-50,384,-1050,
-11,486,-1026,
-50,447,-1024,
-9,441,-1005,
-21,286,-1007,
-31,345,-989,
3,370,-1046,
-58,499,-1044,
-5,454,-1036,
-54,441,-1020,
46,417,-989,
-29,392,-1013,
11,355,-1011,
7,382,-1038,
-7,472,-1032,
-19,458,-1030,
-9,462,-993,
0,386,-997,
-11,308,-999,
3,343,-1015,
-17,355,-1038,
-11,427,-1032,
0,458,-1003,
-17,415,-991,
23,306,-991,
-11,296,-1015,
0,296,-1044,
-13,365,-1063,
-5,456,-1036,
3,435,-1001,
23,341,-993,
17,208,-1016,
-13,222,-1026,
3,314,-1034,
-31,392,-1063,
-17,382,-1028,
-33,304,-1001,
-9,273,-1011,
-42,271,-1026,
-21,277,-1016,
-50,298,-1052,
-15,331,-1022,
-39,324,-1042,
-31,308,-993,
-17,286,-1022,
-7,275,-1026,
-37,277,-1036,
-46,257,-1024,
-25,244,-1040,
-50,363,-1013,
-21,337,-983,
-46,279,-1013,
-21,187,-1024,
-54,238,-1026,
-52,382,-1015,
-33,378,-1005,
-33,339,-999,
-35,220,-997,
-58,238,-1003,
-5,318,-1026,
-62,331,-1018,
0,351,-1032,
-37,331,-1013,
35,271,-995,
-11,312,-1015,
7,306,-1028,
13,284,-1028,
-19,324,-1020,
1,343,-1026,
-1,370,-991,
7,306,-1007,
-27,245,-1034,
-9,230,-1018,
-15,316,-1028,
-17,407,-1020,
-9,355,-1003,
-13,312,-1009,
0,242,-1009,
-1,230,-1013,
3,298,-1024,
9,271,-1038,
3,327,-1018,
0,302,-1011,
0,236,-1026,
-7,273,-1001,
3,265,-1038,
-29,296,-1056,
-9,271,-1028,
-39,318,-1024,
-9,372,-1011,
-33,286,-1022,
-11,228,-1022,
-21,156,-1042,
-15,238,-1052,
-25,355,-1038,
-21,296,-1013,
21,234,-1015,
-35,228,-1016,
-3,185,-1026,
-39,177,-1034,
-7,286,-1026,
-29,183,-1038,
-17,261,-976,
-19,105,-1020,
0,199,-1015,
-21,175,-1030,
-40,162,-1005,
35,121,-997,
-44,158,-1020,
23,177,-999,
-40,185,-1005,
37,160,-1020,
-48,136,-1026,
33,109,-985,
-15,64,-983,
21,115,-995,
-31,62,-1020,
-9,85,-1007,
-11,52,-1054,
-13,101,-1011,
-23,39,-1013,
-23,76,-1005,
9,3,-1026,
-48,80,-1020,
-11,72,-1024,
-42,91,-1018,
-13,44,-1020,
-44,-31,-1020,
3,3,-1016,
-13,-64,-1042,
-39,62,-1026,
27,-9,-991,
-48,-5,-1026,
39,-25,-1013,
-60,17,-1024,
11,-3,-995,
-33,17,-1013,
-19,85,-991,
-15,-48,-1001,
-72,78,-993,
33,1,-1001,
-68,156,-1026,
60,21,-987,
-60,1,-1040,
78,3,-993,
-50,50,-1003,
80,109,-1016,
-15,50,-1052,
31,56,-1024,
-23,62,-1054,
-5,117,-1009,
21,46,-1020,
-42,35,-1042,
-1,119,-1020,
-31,142,-1018,
0,181,-1028,
-39,115,-1018,
-13,78,-1011,
-40,152,-1032,
1,162,-997,
-15,152,-1042,
11,119,-1024,
-13,183,-1028,
0,124,-1028,
-19,226,-1015,
15,128,-999,
-64,162,-1038,
0,187,-1015,
-54,173,-981,
-11,181,-1007,
-29,152,-1015,
-50,113,-991,
-11,44,-1005,
-27,160,-1011,
9,177,-997,
-64,179,-1016,
33,154,-1009,
-23,60,-1018,
23,195,-1011,
-23,146,-1028,
-3,187,-1016,
5,148,-1013,
-11,99,-1028,
-9,91,-1042,
-23,126,-1036,
-5,140,-1052,
-37,74,-1034,
-13,169,-1005,
17,70,-1026,
-27,160,-1022,
1,81,-1022,
-7,39,-1048,
13,140,-1026,
-35,144,-1007,
-15,113,-997,
17,70,-1015,
-15,119,-1034,
7,72,-1013,
-33,15,-1013,
5,15,-1040,
-35,5,-1020,
-1,13,-1009,
1,56,-1040,
-27,121,-1020,
-29,81,-1007,
-33,-48,-1020,
21,40,-1018,
-31,-19,-1005,
-42,31,-1028,
-21,31,-999,
-19,-29,-1009,
-19,5,-1015,
-31,-58,-1005,
-11,-48,-1009,
-33,-52,-1026,
-33,-13,-1005,
11,-25,-981,
-15,-21,-1005,
1,64,-1018,
-7,-50,-1011,
-19,-29,-989,
21,-97,-1015,
-11,64,-979,
33,-17,-981,
-31,-56,-1034,
21,-66,-1018,
-15,-99,-1016,
31,-25,-1024,
3,-13,-1013,
-5,-19,-1009,
0,-21,-1026,
-39,39,-1013,
-7,7,-1036,
-60,19,-1032,
11,-11,-1005,
-39,-7,-1038,
9,81,-1015,
-33,40,-1022,
11,-64,-1024,
-21,89,-1038,
1,-19,-1028,
-27,80,-1003,
-3,56,-1015,
-23,62,-1013,
-27,37,-993,
-35,122,-1003,
-21,128,-1007,
-19,146,-999,
-37,85,-1009,
-13,87,-1015,
-1,130,-991,
-1,105,-1018,
-5,122,-1001,
25,48,-999,
-9,109,-1026,
15,144,-1028,
-40,146,-1026,
25,23,-1040,
-35,162,-1024,
3,103,-993,
-25,113,-1020,
3,204,-1028,
-27,97,-1026,
-33,122,-1003,
-11,50,-1038,
-29,85,-1016,
-11,46,-1009,
-29,3,-1026,
-1,91,-1052,
11,66,-1005,
-40,122,-1032,
31,62,-1054,
-17,115,-1024,
19,76,-1016,
-35,76,-1034,
21,140,-1003,
-31,19,-1036,
-5,130,-1007,
-19,99,-1011,
-21,72,-1003,
-39,48,-1020,
-31,-39,-1001,
-5,58,-995,
-11,-3,-1013,
-44,89,-1022,
21,25,-997,
-9,29,-1030,
-5,44,-1030,
-7,35,-995,
0,27,-1015,
13,19,-1026,
-48,-11,-1005,
7,9,-1011,
-11,-39,-1018,
-1,25,-1005,
-31,5,-1020,
3,0,-1001,
-11,-1,-995,
-19,-46,-1018,
-31,40,-1018,
-1,-29,-1005,
-37,80,-997,
-3,-37,-1007,
-25,-44,-1007,
29,-58,-1022,
-40,17,-1038,
11,-19,-1011,
-21,-40,-1032,
5,-50,-1032,
-31,-15,-1030,
-21,13,-995,
-25,15,-1042,
-3,-29,-1007,
-37,-70,-1015,
